"MessageID","Waktu","Magnitudo","Kedalaman","Lintang","Bujur","Lokasi","Dirasakan","RawText","EventID"
"37219","1-Mar-26 00:30:52","2.3","3","4.87","96.94","17 km Timur Laut KAB-BENERMERIAH-ACEH","","Info Gempa Mag:2.3, 1-Mar-26 00:30:52 WIB, Lok: 4.87 LU - 96.94 BT (17 km Timur Laut KAB-BENERMERIAH-ACEH), Kedlmn: 3 km ::BMKG",""
"37241","1-Mar-26 02:43:30","2.0","6","4.73","96.74","13 km Barat KAB-BENERMERIAH-ACEH","","Info Gempa Mag:2.0, 1-Mar-26 02:43:30 WIB, Lok: 4.73 LU - 96.74 BT (13 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 6 km ::BMKG",""
"37245","1-Mar-26 03:29:00","2.6","5","4.75","96.78","9 km Barat KAB-BENERMERIAH-ACEH","Bener Meriah II-III MMI","Info Gempa Mag:2.6, 1-Mar-26 03:29:00 WIB, Lok: 4.75 LU - 96.78 BT (9 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 5 km dirasakan di Bener Meriah II-III MMI ::BMKG",""
"37248","1-Mar-26 03:39:32","2.0","4","4.75","96.75","12 km Barat KAB-BENERMERIAH-ACEH","","Info Gempa Mag:2.0, 1-Mar-26 03:39:32 WIB, Lok: 4.75 LU - 96.75 BT (12 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 4 km ::BMKG",""
"37268","1-Mar-26 07:42:33","2.1","6","3.08","96.44","68 km Utara SINABANG-ACEH","","Info Gempa Mag:2.1, 1-Mar-26 07:42:33 WIB, Lok: 3.08 LU - 96.44 BT (68 km Utara SINABANG-ACEH), Kedlmn: 6 km ::BMKG",""
"37283","1-Mar-26 10:20:28","1.7","3","4.15","97.44","20 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.7, 1-Mar-26 10:20:28 WIB, Lok: 4.15 LU - 97.44 BT (20 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"37286","1-Mar-26 10:33:39","2.4","3","4.3","97.53","40 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 1-Mar-26 10:33:39 WIB, Lok: 4.30 LU - 97.53 BT (40 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"37334","1-Mar-26 19:37:32","1.9","1","4.16","97.43","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 1-Mar-26 19:37:32 WIB, Lok: 4.16 LU - 97.43 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"37336","1-Mar-26 19:47:15","2.4","5","4.95","94.55","119 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:2.4, 1-Mar-26 19:47:15 WIB, Lok: 4.95 LU - 94.55 BT (119 km Barat CALANG-ACEHJAYA), Kedlmn: 5 km ::BMKG",""
"37441","2-Mar-26 06:12:58","3.1","7","4.16","97.5","26 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.1, 2-Mar-26 06:12:58 WIB, Lok: 4.16 LU - 97.50 BT (26 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 7 km ::BMKG",""
"37446","2-Mar-26 07:12:20","2.0","11","4.22","97.52","32 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 2-Mar-26 07:12:20 WIB, Lok: 4.22 LU - 97.52 BT (32 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 11 km ::BMKG",""
"37448","2-Mar-26 07:31:59","1.8","5","3.31","98.12","39 km Tenggara KUTACANE-ACEHTENGGARA","","Info Gempa Mag:1.8, 2-Mar-26 07:31:59 WIB, Lok: 3.31 LU - 98.12 BT (39 km Tenggara KUTACANE-ACEHTENGGARA), Kedlmn: 5 km ::BMKG",""
"37462","2-Mar-26 09:54:32","1.6","8","4.21","97.44","26 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.6, 2-Mar-26 09:54:32 WIB, Lok: 4.21 LU - 97.44 BT (26 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 8 km ::BMKG",""
"37472","2-Mar-26 10:52:29","2.3","2","4.3","97.53","40 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 2-Mar-26 10:52:29 WIB, Lok: 4.30 LU - 97.53 BT (40 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"37478","2-Mar-26 11:16:44","3.2","3","4.16","97.5","25 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.2, 2-Mar-26 11:16:44 WIB, Lok: 4.16 LU - 97.50 BT (25 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"37479","2-Mar-26 11:22:01","2.4","9","4.24","97.51","32 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 2-Mar-26 11:22:01 WIB, Lok: 4.24 LU - 97.51 BT (32 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 9 km ::BMKG",""
"37523","2-Mar-26 19:53:29","3.4","25","3.95","95.74","49 km Barat Daya MEULABOH-ACEHBARAT","","Info Gempa Mag:3.4, 2-Mar-26 19:53:29 WIB, Lok: 3.95 LU - 95.74 BT (49 km Barat Daya MEULABOH-ACEHBARAT), Kedlmn: 25 km ::BMKG",""
"37613","3-Mar-26 11:56:45","6.3","13","1.93","96.48","62 km Selatan SINABANG-ACEH","Aceh Singkil, Simeulue, Aceh Barat Daya, Nagan Raya IV MMI, Nias, Pinangsori III-IV MMI; Aceh Selatan, Meulaboh, Blang Pidie, Nias Utara, Medan, Tarutung, Aek Godang, Subulussalam III MMI; Gunungsitoli, Aceh Tengah, Aceh Jaya dan Gayo Lues II-III MMI; Bener Meriah, Banda Aceh dan Aceh Besar II MMI","Info Gempa Mag:6.3, 3-Mar-26 11:56:45 WIB, Lok: 1.93 LU - 96.48 BT (62 km Selatan SINABANG-ACEH), Kedlmn: 13 km ::BMKG",""
"37615","3-Mar-26 12:14:59","3.2","19","2.31","96.62","33 km Tenggara SINABANG-ACEH","","Info Gempa Mag:3.2, 3-Mar-26 12:14:59 WIB, Lok: 2.31 LU - 96.62 BT (33 km Tenggara SINABANG-ACEH), Kedlmn: 19 km ::BMKG",""
"37618","3-Mar-26 12:59:52","3.6","46","1.95","96.52","60 km Selatan SINABANG-ACEH","","Info Gempa Mag:3.6, 3-Mar-26 12:59:52 WIB, Lok: 1.95 LU - 96.52 BT (60 km Selatan SINABANG-ACEH), Kedlmn: 46 km ::BMKG",""
"37619","3-Mar-26 13:06:22","2.8","3","2.07","96.62","53 km Tenggara SINABANG-ACEH","","Info Gempa Mag:2.8, 3-Mar-26 13:06:22 WIB, Lok: 2.07 LU - 96.62 BT (53 km Tenggara SINABANG-ACEH), Kedlmn: 3 km ::BMKG",""
"37628","3-Mar-26 15:13:43","2.9","7","2.03","96.44","50 km Selatan SINABANG-ACEH","","Info Gempa Mag:2.9, 3-Mar-26 15:13:43 WIB, Lok: 2.03 LU - 96.44 BT (50 km Selatan SINABANG-ACEH), Kedlmn: 7 km ::BMKG",""
"37637","3-Mar-26 17:52:46","3.5","12","1.64","96.13","97 km Selatan SINABANG-ACEH","","Info Gempa Mag:3.5, 3-Mar-26 17:52:46 WIB, Lok: 1.64 LU - 96.13 BT (97 km Selatan SINABANG-ACEH), Kedlmn: 12 km ::BMKG",""
"37668","3-Mar-26 22:32:56","3.1","28","1.85","96.43","70 km Selatan SINABANG-ACEH","","Info Gempa Mag:3.1, 3-Mar-26 22:32:56 WIB, Lok: 1.85 LU - 96.43 BT (70 km Selatan SINABANG-ACEH), Kedlmn: 28 km ::BMKG",""
"37671","3-Mar-26 22:40:09","2.1","10","2.09","96.97","79 km Tenggara SINABANG-ACEH","","Info Gempa Mag:2.1, 3-Mar-26 22:40:09 WIB, Lok: 2.09 LU - 96.97 BT (79 km Tenggara SINABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"37688","4-Mar-26 00:06:15","1.2","22","4.11","97.0","31 km Utara BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:1.2, 4-Mar-26 00:06:15 WIB, Lok: 4.11 LU - 97.00 BT (31 km Utara BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 22 km ::BMKG",""
"37715","4-Mar-26 02:56:12","1.9","12","4.18","97.46","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 4-Mar-26 02:56:12 WIB, Lok: 4.18 LU - 97.46 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 12 km ::BMKG",""
"37720","4-Mar-26 03:37:38","1.7","12","5.21","96.21","26 km Utara KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.7, 4-Mar-26 03:37:38 WIB, Lok: 5.21 LU - 96.21 BT (26 km Utara KAB-PIDIEJAYA-ACEH), Kedlmn: 12 km ::BMKG",""
"37760","4-Mar-26 11:15:15","2.2","10","2.35","96.34","14 km Selatan SINABANG-ACEH","","Info Gempa Mag:2.2, 4-Mar-26 11:15:15 WIB, Lok: 2.35 LU - 96.34 BT (14 km Selatan SINABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"37770","4-Mar-26 13:20:54","1.9","5","4.28","97.52","37 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 4-Mar-26 13:20:54 WIB, Lok: 4.28 LU - 97.52 BT (37 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"37775","4-Mar-26 14:34:52","2.8","14","2.83","97.34","52 km Selatan KAB-ACEHSELATAN","","Info Gempa Mag:2.8, 4-Mar-26 14:34:52 WIB, Lok: 2.83 LU - 97.34 BT (52 km Selatan KAB-ACEHSELATAN), Kedlmn: 14 km ::BMKG",""
"37796","4-Mar-26 19:22:01","2.3","3","4.74","96.74","14 km Barat KAB-BENERMERIAH-ACEH","Bener Meriah II MMI","Info Gempa Mag:2.3, 4-Mar-26 19:22:01 WIB, Lok: 4.74 LU - 96.74 BT (14 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 3 km dirasakan di Bener Meriah II MMI ::BMKG",""
"37802","4-Mar-26 20:21:51","2.0","5","4.26","97.52","35 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 4-Mar-26 20:21:51 WIB, Lok: 4.26 LU - 97.52 BT (35 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"37919","5-Mar-26 13:50:30","2.8","16","4.26","97.55","37 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.8, 5-Mar-26 13:50:30 WIB, Lok: 4.26 LU - 97.55 BT (37 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 16 km ::BMKG",""
"37924","5-Mar-26 14:22:32","3.3","10","4.37","96.58","33 km Timur Laut KAB-NAGANRAYA-ACEH","","Info Gempa Mag:3.3, 5-Mar-26 14:22:32 WIB, Lok: 4.37 LU - 96.58 BT (33 km Timur Laut KAB-NAGANRAYA-ACEH), Kedlmn: 10 km ::BMKG",""
"37926","5-Mar-26 14:42:11","2.2","27","4.2","97.59","36 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 5-Mar-26 14:42:11 WIB, Lok: 4.20 LU - 97.59 BT (36 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 27 km ::BMKG",""
"37935","5-Mar-26 15:38:43","1.9","2","2.94","97.4","42 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:1.9, 5-Mar-26 15:38:43 WIB, Lok: 2.94 LU - 97.40 BT (42 km Tenggara KAB-ACEHSELATAN), Kedlmn: 2 km ::BMKG",""
"37985","6-Mar-26 00:02:56","1.4","5","4.1","97.43","15 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.4, 6-Mar-26 00:02:56 WIB, Lok: 4.10 LU - 97.43 BT (15 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"38034","6-Mar-26 06:48:05","3.9","11","4.86","96.06","29 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:3.9, 6-Mar-26 06:48:05 WIB, Lok: 4.86 LU - 96.06 BT (29 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 11 km ::BMKG",""
"38055","6-Mar-26 12:59:20","2.9","10","2.54","96.63","30 km Timur SINABANG-ACEH","","Info Gempa Mag:2.9, 6-Mar-26 12:59:20 WIB, Lok: 2.54 LU - 96.63 BT (30 km Timur SINABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"38063","6-Mar-26 14:11:38","2.6","6","4.27","97.51","36 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.6, 6-Mar-26 14:11:38 WIB, Lok: 4.27 LU - 97.51 BT (36 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 6 km ::BMKG",""
"38166","7-Mar-26 05:01:49","1.6","10","4.16","97.48","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.6, 7-Mar-26 05:01:49 WIB, Lok: 4.16 LU - 97.48 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"38167","7-Mar-26 05:04:52","2.8","4","4.18","97.51","28 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.8, 7-Mar-26 05:04:52 WIB, Lok: 4.18 LU - 97.51 BT (28 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 4 km ::BMKG",""
"38201","7-Mar-26 12:20:14","2.1","6","4.76","96.22","26 km Selatan KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.1, 7-Mar-26 12:20:14 WIB, Lok: 4.76 LU - 96.22 BT (26 km Selatan KAB-PIDIEJAYA-ACEH), Kedlmn: 6 km ::BMKG",""
"38212","7-Mar-26 14:40:37","2.2","1","4.2","97.47","26 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 7-Mar-26 14:40:37 WIB, Lok: 4.20 LU - 97.47 BT (26 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"38217","7-Mar-26 16:04:48","2.0","12","4.86","96.09","26 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.0, 7-Mar-26 16:04:48 WIB, Lok: 4.86 LU - 96.09 BT (26 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 12 km ::BMKG",""
"38353","8-Mar-26 13:05:05","5.5","10","1.9","96.4","63 km Selatan SINABANG-ACEH","Simeulue III MMI, Aceh Selatan dan Subulussalam II MMI","Info Gempa Mag:5.5, 8-Mar-26 13:05:05 WIB, Lok: 1.90 LU - 96.40 BT (63 km Selatan SINABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"38367","8-Mar-26 14:22:07","2.3","11","4.24","97.48","32 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 8-Mar-26 14:22:07 WIB, Lok: 4.24 LU - 97.48 BT (32 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 11 km ::BMKG",""
"38386","8-Mar-26 18:13:26","2.5","5","1.83","96.35","71 km Selatan SINABANG-ACEH","","Info Gempa Mag:2.5, 8-Mar-26 18:13:26 WIB, Lok: 1.83 LU - 96.35 BT (71 km Selatan SINABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"38398","8-Mar-26 19:48:24","2.8","10","2.1","96.79","63 km Tenggara SINABANG-ACEH","","Info Gempa Mag:2.8, 8-Mar-26 19:48:24 WIB, Lok: 2.10 LU - 96.79 BT (63 km Tenggara SINABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"38436","8-Mar-26 23:55:24","1.5","15","3.35","97.2","8 km Barat Laut KAB-ACEHSELATAN","","Info Gempa Mag:1.5, 8-Mar-26 23:55:24 WIB, Lok: 3.35 LU - 97.20 BT (8 km Barat Laut KAB-ACEHSELATAN), Kedlmn: 15 km ::BMKG",""
"38542","9-Mar-26 19:02:54","4.1","58","2.48","95.98","43 km Barat SINABANG-ACEH","Simeulue II-III MMI","Info Gempa Mag:4.1, 9-Mar-26 19:02:54 WIB, Lok: 2.48 LU - 95.98 BT (43 km Barat SINABANG-ACEH), Kedlmn: 58 km ::BMKG",""
"38646","10-Mar-26 12:33:48","3.1","9","3.31","95.96","94 km Selatan MEULABOH-ACEHBARAT","","Info Gempa Mag:3.1, 10-Mar-26 12:33:48 WIB, Lok: 3.31 LU - 95.96 BT (94 km Selatan MEULABOH-ACEHBARAT), Kedlmn: 9 km ::BMKG",""
"38654","10-Mar-26 15:20:06","2.5","1","5.15","95.84","28 km Timur JANTHO-ACEHBESAR","","Info Gempa Mag:2.5, 10-Mar-26 15:20:06 WIB, Lok: 5.15 LU - 95.84 BT (28 km Timur JANTHO-ACEHBESAR), Kedlmn: 1 km ::BMKG",""
"38679","10-Mar-26 22:08:21","2.1","2","4.27","97.52","36 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.1, 10-Mar-26 22:08:21 WIB, Lok: 4.27 LU - 97.52 BT (36 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"38738","11-Mar-26 06:25:10","2.1","6","4.35","96.56","30 km Timur Laut KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.1, 11-Mar-26 06:25:10 WIB, Lok: 4.35 LU - 96.56 BT (30 km Timur Laut KAB-NAGANRAYA-ACEH), Kedlmn: 6 km ::BMKG",""
"38781","11-Mar-26 15:22:23","2.0","7","4.26","97.5","34 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 11-Mar-26 15:22:23 WIB, Lok: 4.26 LU - 97.50 BT (34 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 7 km ::BMKG",""
"38785","11-Mar-26 16:11:26","3.0","15","2.07","96.47","46 km Selatan SINABANG-ACEH","","Info Gempa Mag:3.0, 11-Mar-26 16:11:26 WIB, Lok: 2.07 LU - 96.47 BT (46 km Selatan SINABANG-ACEH), Kedlmn: 15 km ::BMKG",""
"38788","11-Mar-26 17:05:07","3.5","10","2.04","96.68","59 km Tenggara SINABANG-ACEH","","Info Gempa Mag:3.5, 11-Mar-26 17:05:07 WIB, Lok: 2.04 LU - 96.68 BT (59 km Tenggara SINABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"38800","11-Mar-26 19:28:08","2.2","8","3.07","97.45","33 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:2.2, 11-Mar-26 19:28:08 WIB, Lok: 3.07 LU - 97.45 BT (33 km Tenggara KAB-ACEHSELATAN), Kedlmn: 8 km ::BMKG",""
"38821","11-Mar-26 22:15:08","1.7","9","4.24","97.47","31 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.7, 11-Mar-26 22:15:08 WIB, Lok: 4.24 LU - 97.47 BT (31 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 9 km ::BMKG",""
"38839","11-Mar-26 23:41:30","2.7","5","4.23","97.47","30 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.7, 11-Mar-26 23:41:30 WIB, Lok: 4.23 LU - 97.47 BT (30 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"38842","11-Mar-26 23:49:21","1.9","12","3.09","97.41","29 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:1.9, 11-Mar-26 23:49:21 WIB, Lok: 3.09 LU - 97.41 BT (29 km Tenggara KAB-ACEHSELATAN), Kedlmn: 12 km ::BMKG",""
"38884","12-Mar-26 10:37:29","1.9","5","4.66","95.73","17 km Timur CALANG-ACEHJAYA","","Info Gempa Mag:1.9, 12-Mar-26 10:37:29 WIB, Lok: 4.66 LU - 95.73 BT (17 km Timur CALANG-ACEHJAYA), Kedlmn: 5 km ::BMKG",""
"38904","12-Mar-26 13:51:21","2.2","18","4.62","96.53","35 km Barat TAKENGON-ACEHTENGAH","","Info Gempa Mag:2.2, 12-Mar-26 13:51:21 WIB, Lok: 4.62 LU - 96.53 BT (35 km Barat TAKENGON-ACEHTENGAH), Kedlmn: 18 km ::BMKG",""
"38908","12-Mar-26 15:00:37","3.3","79","3.74","97.01","12 km Tenggara BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:3.3, 12-Mar-26 15:00:37 WIB, Lok: 3.74 LU - 97.01 BT (12 km Tenggara BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 79 km ::BMKG",""
"38911","12-Mar-26 16:44:59","3.8","10","4.97","96.72","27 km Selatan KAB-BIREUEN-ACEH","Bener Meriah II-III MMI","Info Gempa Mag:3.8, 12-Mar-26 16:44:59 WIB, Lok: 4.97 LU - 96.72 BT (27 km Selatan KAB-BIREUEN-ACEH), Kedlmn: 10 km ::BMKG",""
"38915","12-Mar-26 16:54:24","2.5","10","4.91","96.8","21 km Utara KAB-BENERMERIAH-ACEH","Bener Meriah II MMI","Info Gempa Mag:2.5, 12-Mar-26 16:54:24 WIB, Lok: 4.91 LU - 96.80 BT (21 km Utara KAB-BENERMERIAH-ACEH), Kedlmn: 10 km ::BMKG",""
"38916","12-Mar-26 17:03:00","2.3","10","4.9","96.85","19 km Utara KAB-BENERMERIAH-ACEH","","Info Gempa Mag:2.3, 12-Mar-26 17:03:00 WIB, Lok: 4.90 LU - 96.85 BT (19 km Utara KAB-BENERMERIAH-ACEH), Kedlmn: 10 km ::BMKG",""
"38919","12-Mar-26 17:53:42","2.4","7","4.91","96.77","23 km Barat Laut KAB-BENERMERIAH-ACEH","","Info Gempa Mag:2.4, 12-Mar-26 17:53:42 WIB, Lok: 4.91 LU - 96.77 BT (23 km Barat Laut KAB-BENERMERIAH-ACEH), Kedlmn: 7 km ::BMKG",""
"38920","12-Mar-26 17:58:34","2.2","5","4.95","96.8","25 km Utara KAB-BENERMERIAH-ACEH","","Info Gempa Mag:2.2, 12-Mar-26 17:58:34 WIB, Lok: 4.95 LU - 96.80 BT (25 km Utara KAB-BENERMERIAH-ACEH), Kedlmn: 5 km ::BMKG",""
"38950","12-Mar-26 21:58:41","2.3","23","2.24","97.11","79 km Barat KAB-ACEHSINGKIL","","Info Gempa Mag:2.3, 12-Mar-26 21:58:41 WIB, Lok: 2.24 LU - 97.11 BT (79 km Barat KAB-ACEHSINGKIL), Kedlmn: 23 km ::BMKG",""
"38955","12-Mar-26 22:27:30","1.9","7","4.73","96.82","4 km Barat KAB-BENERMERIAH-ACEH","","Info Gempa Mag:1.9, 12-Mar-26 22:27:30 WIB, Lok: 4.73 LU - 96.82 BT (4 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 7 km ::BMKG",""
"39036","13-Mar-26 10:25:36","1.7","10","2.68","97.36","62 km Barat Laut KAB-ACEHSINGKIL","","Info Gempa Mag:1.7, 13-Mar-26 10:25:36 WIB, Lok: 2.68 LU - 97.36 BT (62 km Barat Laut KAB-ACEHSINGKIL), Kedlmn: 10 km ::BMKG",""
"39048","13-Mar-26 12:19:09","2.3","5","4.26","97.5","35 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 13-Mar-26 12:19:09 WIB, Lok: 4.26 LU - 97.50 BT (35 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"39054","13-Mar-26 14:03:23","2.4","1","4.3","97.55","41 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 13-Mar-26 14:03:23 WIB, Lok: 4.30 LU - 97.55 BT (41 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"39063","13-Mar-26 15:19:58","1.8","31","4.39","96.44","22 km Timur Laut KAB-NAGANRAYA-ACEH","","Info Gempa Mag:1.8, 13-Mar-26 15:19:58 WIB, Lok: 4.39 LU - 96.44 BT (22 km Timur Laut KAB-NAGANRAYA-ACEH), Kedlmn: 31 km ::BMKG",""
"39133","14-Mar-26 01:51:22","2.3","7","4.73","96.81","5 km Barat KAB-BENERMERIAH-ACEH","Bener Meriah I-II MMI","Info Gempa Mag:2.3, 14-Mar-26 01:51:22 WIB, Lok: 4.73 LU - 96.81 BT (5 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 7 km dirasakan di Bener Meriah I-II MMI ::BMKG",""
"39206","14-Mar-26 16:48:00","2.7","7","4.1","97.44","16 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.7, 14-Mar-26 16:48:00 WIB, Lok: 4.10 LU - 97.44 BT (16 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 7 km ::BMKG",""
"39270","15-Mar-26 00:48:38","3.4","31","4.76","95.31","33 km Barat Laut CALANG-ACEHJAYA","","Info Gempa Mag:3.4, 15-Mar-26 00:48:38 WIB, Lok: 4.76 LU - 95.31 BT (33 km Barat Laut CALANG-ACEHJAYA), Kedlmn: 31 km ::BMKG",""
"39271","15-Mar-26 00:57:13","1.6","8","5.34","96.86","23 km Timur Laut KAB-BIREUEN-ACEH","","Info Gempa Mag:1.6, 15-Mar-26 00:57:13 WIB, Lok: 5.34 LU - 96.86 BT (23 km Timur Laut KAB-BIREUEN-ACEH), Kedlmn: 8 km ::BMKG",""
"39294","15-Mar-26 03:44:58","1.7","13","4.93","96.78","24 km Barat Laut KAB-BENERMERIAH-ACEH","","Info Gempa Mag:1.7, 15-Mar-26 03:44:58 WIB, Lok: 4.93 LU - 96.78 BT (24 km Barat Laut KAB-BENERMERIAH-ACEH), Kedlmn: 13 km ::BMKG",""
"39331","15-Mar-26 10:13:31","2.9","5","4.21","97.47","28 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.9, 15-Mar-26 10:13:31 WIB, Lok: 4.21 LU - 97.47 BT (28 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"39383","15-Mar-26 20:35:26","1.8","3","3.79","97.05","11 km Tenggara BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:1.8, 15-Mar-26 20:35:26 WIB, Lok: 3.79 LU - 97.05 BT (11 km Tenggara BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 3 km ::BMKG",""
"39403","15-Mar-26 22:59:52","2.8","6","4.88","96.08","26 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.8, 15-Mar-26 22:59:52 WIB, Lok: 4.88 LU - 96.08 BT (26 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 6 km ::BMKG",""
"39421","16-Mar-26 00:36:48","2.5","5","4.15","97.37","17 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.5, 16-Mar-26 00:36:48 WIB, Lok: 4.15 LU - 97.37 BT (17 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"39435","16-Mar-26 02:37:49","2.4","6","4.61","96.5","38 km Barat TAKENGON-ACEHTENGAH","","Info Gempa Mag:2.4, 16-Mar-26 02:37:49 WIB, Lok: 4.61 LU - 96.50 BT (38 km Barat TAKENGON-ACEHTENGAH), Kedlmn: 6 km ::BMKG",""
"39451","16-Mar-26 04:16:26","2.7","32","3.6","97.31","35 km Utara KAB-ACEHSELATAN","","Info Gempa Mag:2.7, 16-Mar-26 04:16:26 WIB, Lok: 3.60 LU - 97.31 BT (35 km Utara KAB-ACEHSELATAN), Kedlmn: 32 km ::BMKG",""
